,sentiment,title,review,sentiment_label,review_clean
3469,4.0,Best Built Folding Camp Chair I’ve Ever Seen,"If you are looking for a chair that is guaranteed to hold up for years of rugged use this is the one you need.<br /><br />This chair is designed from each detail with stability and strength in mind.<br /><br />The frame of the chair is heavy duty metal which allows it to hold up to 350 pounds - and it is wide enough to comfortably accommodate that.<br /><br />The canvas fabric is double stitched and made to hold up for years of hard use without any issues.<br /><br />The fold out table with cup holder is an awesome addition that is far better than the small cup holder typically seen.<br /><br />The only downside to the strength of this chair s the weight.  It weighs over 16 pounds which is significantly more than most similar chairs but this is due to the incredible materials used in its creation.  This makes it an ideal chair for areas where you won’t have to hike a great distance to reach.<br /><br />We have tested this chair on multiple adventures over the last several months and besides the weight we have been nothing but impressed with this incredibly comfortable, well built chair.",0,"['looking', 'chair', 'hold', 'year', 'use', 'one', 'need', 'chair', 'designed', 'strength', 'mind', 'frame', 'chair', 'heavy', 'duty', 'metal', 'allows', 'hold', 'pound', 'wide', 'enough', 'comfortably', 'fabric', 'double', 'made', 'hold', 'year', 'hard', 'use', 'without', 'issue', 'fold', 'table', 'cup', 'holder', 'awesome', 'addition', 'far', 'better', 'small', 'cup', 'holder', 'seen', 'strength', 'chair', 'weight', 'pound', 'similar', 'chair', 'due', 'material', 'used', 'make', 'chair', 'area', 'won', 'hike', 'great', 'distance', 'reach', 'chair', 'multiple', 'last', 'several', 'month', 'weight', 'nothing', 'impressed', 'comfortable', 'well', 'built', 'chair']"
3470,3.0,Good mug,"We like this mug, but the the sliding mechanism where the seal is can’t be removed for proper cleaning it builds up residue which can’t easily be cleaned.",1,"['like', 'mug', 'seal', 'cleaning', 'build', 'easily']"
3471,3.0,Ripped on first set up.,"Lightweight. Plenty large enough for me and my son on a boy scout camp out. But while setting it up, one of the pole sleeves started ripping with very little force. Hopefully it holds up while camping. Very cheap material, so you get what you pay for....?",1,"['lightweight', 'plenty', 'large', 'enough', 'son', 'boy', 'camp', 'setting', 'one', 'pole', 'sleeve', 'started', 'little', 'hold', 'camping', 'cheap', 'material', 'get', 'pay']"
3472,3.0,Accident waiting to happen,"They warn against a pinch issue, but even with that warning I got a nasty pinch trying to close it back.  It’s heavy, but to hold a serous amount of weight I guess that’s necessary.<br />It was a little uncomfortable, but ok.",1,"['issue', 'even', 'got', 'trying', 'close', 'back', 'heavy', 'hold', 'amount', 'weight', 'guess', 'little', 'uncomfortable']"
3473,5.0,Lots of Fun,Such a cute tabletop game that we can take with us and the kids can play with at the table when we are in a restaurant. They love playing with it and making up their own rules and their own way to play. It also keeps them from wanting to get up and run around. Keeps them busy and entertained until their food gets to them. We also like taking it to the beach and pool and they like playing it there too.,0,"['cute', 'game', 'take', 'kid', 'play', 'table', 'love', 'playing', 'making', 'way', 'play', 'also', 'keep', 'get', 'run', 'around', 'keep', 'food', 'get', 'also', 'like', 'taking', 'beach', 'pool', 'like', 'playing']"
3474,1.0,Doesn’t function properly,"One of the buckle things don’t work. It just won’t lock into place. Tried turning it around, forcing it in, fumbling with it....nothing. It works fine if there’s no weight, but the second thr Kayak is in the loop, it just comes apart. Had to tie it off and it looks stupid. Now I’m paranoid the others will break and my kayaks will come crashing to the floor. The hook that goes in the walls doesn’t look very stable for the wall. May have to replace them with thicker screw eyes from the hardware store. Bad buy. Oh well.",1,"['one', 'thing', 'work', 'won', 'lock', 'place', 'tried', 'around', 'nothing', 'work', 'fine', 'weight', 'second', 'kayak', 'loop', 'come', 'apart', 'tie', 'look', 'others', 'break', 'kayak', 'come', 'floor', 'hook', 'wall', 'doesn', 'look', 'wall', 'may', 'replace', 'thicker', 'screw', 'eye', 'store', 'bad', 'buy', 'well']"
3475,4.0,small but does what it should,This bag was much smaller than I had expected but it holds the tools and leaves room for more.  Just as long as they are not very big tools or items.<br /><br />I am happy with this and will add it to the other bags I have.,0,"['bag', 'much', 'smaller', 'expected', 'hold', 'tool', 'room', 'long', 'big', 'tool', 'item', 'happy', 'add', 'bag']"
3476,5.0,Five Stars,Well made and has a nice zipper. Was thicker than I expected and is very comfortable.,0,"['well', 'made', 'nice', 'zipper', 'thicker', 'expected', 'comfortable']"
3477,5.0,Fantastic Party Cups,"This is a set of four practical cups that are tough enough for serving beverages around a campfire, but attractive enough to be used at the dining table. The cups all have a transparent plastic lid to prevent spilling, but this lid can be easily removed. The cups are similar in size to a standard wine glass but without the stem. They are easy to grip and the stainless steel does not add any taste to your beverage. This is a perfect item for entertaining friends in your back yard or on a camping trip.",0,"['set', 'four', 'cup', 'enough', 'around', 'enough', 'used', 'table', 'cup', 'plastic', 'lid', 'lid', 'easily', 'cup', 'similar', 'size', 'standard', 'glass', 'without', 'easy', 'grip', 'steel', 'doe', 'add', 'taste', 'perfect', 'item', 'friend', 'back', 'yard', 'camping', 'trip']"
3478,1.0,Dont waste your time,these broke almost instantly. Dont waste your time.,1,"['broke', 'almost', 'do', 'nt', 'waste', 'time']"
3479,5.0,It was easy to make and smelled delicious,"I didn't actually get to try this one, my dad wanted all of them. It was easy to make and smelled delicious. Next time!",0,"['actually', 'get', 'try', 'one', 'wanted', 'easy', 'make', 'next', 'time']"
3480,3.0,Didn’t get the boots,"The poles are great. Easy directions on Amazon to follow (they don’t come with instructions) but mine did not come with the boots. As I use poles to hike on pavement, I kind of needed those. Now I have to buy a separate set. I would have given these a 5 if I had gotten the boots. As it is, I’m not very happy.",1,"['pole', 'great', 'easy', 'direction', 'amazon', 'come', 'instruction', 'mine', 'come', 'boot', 'use', 'pole', 'hike', 'kind', 'needed', 'buy', 'set', 'given', 'gotten', 'boot', 'happy']"
3481,1.0,Not long enough!,"It's not long enough for me. I'm 6' 3"" and taller when I'm wearing tennis shoes.",1,"['long', 'enough', 'wearing', 'shoe']"
3482,5.0,Love It!,"Perfect little accent on my custom Packers wreath, my customer was very happy!",0,"['perfect', 'little', 'customer', 'happy']"
3483,1.0,Waste of money,This should be sold out of a gumball machine!,1,['machine']
3484,5.0,This is the perfect trailer jack!,"[[VIDEOID:26d2998e7b6ca3cb1490a30a73fb2bcd]] This is a great, small, lightweight, well designed product.  I motorcycle camp with a pull trailer.  Every ounce matters when towing on a motorcycle and this replaced an old several pound scissor jack.  People that see it are amazed how well and easy it works. I made a video using it on my trailer.  You won’t be disappointed.",0,"['videoid', 'great', 'small', 'lightweight', 'well', 'designed', 'product', 'camp', 'pull', 'every', 'matter', 'old', 'several', 'pound', 'people', 'see', 'well', 'easy', 'work', 'made', 'video', 'using', 'won', 'disappointed']"
3485,5.0,Good Ball,"This is a nice soccer ball. It doesn’t ship fully deflated, so it does take up some packing room. But you do need to inflate it before you play with it. My boys liked it and had no complaints. Works perfectly and seems durable.",0,"['nice', 'soccer', 'ball', 'doesn', 'fully', 'doe', 'take', 'room', 'need', 'inflate', 'play', 'boy', 'liked', 'complaint', 'work', 'perfectly', 'seems', 'durable']"
3486,5.0,Cute,cute,0,['cute']
3487,2.0,Deceptive photo....,"I was expecting to have matching safety glasses with my hearing protection, to my dismay, I had missed seeing the disclaimer in one of the photos that states the eye wear was no included.",1,"['expecting', 'safety', 'glass', 'protection', 'one', 'photo', 'state', 'eye', 'wear', 'included']"
3488,5.0,Professional quality,"This a professional-quality soccer ball and my grandson loves it.  It takes a good beating (kicking) and stays perfect.  So far, we’ve been kicking it into a net in the backyard for practice.This is well-made and promises to be around as my grandson grows up.",0,"['quality', 'soccer', 'ball', 'grandson', 'love', 'take', 'good', 'stay', 'perfect', 'far', 'net', 'practice', 'well', 'made', 'around', 'grandson']"
3489,1.0,Size chart is NOT true to sizing specifications!,Runs very small! Feels too restrictive on. Did not keep- returned it!,1,"['run', 'small', 'feel', 'keep', 'returned']"
3490,2.0,Way too hard.,"This is very hard and firm. Painful to use, which was unexpected. Cheap, so its fine for the price. But the firmness problem already earned it space at the bottom of the garage bin.",1,"['hard', 'use', 'cheap', 'fine', 'price', 'problem', 'already', 'space', 'bottom', 'garage']"
3491,5.0,The design makes this 5 stars!,"Great design. So many great details.Love the foot box that is easy to get ones feet out of if too warm. Love the comforter. Material is very soft and luxurious against skin. Like that it has a hood. Love the sleeve for holding sleeping pad. I am 5'2&#34; with slight build and it is great for me. Might be a little short for taller women. If I were 5'5&#34; or above, I would get next highest length. Great Design. No zippers. No shock cord across the face! Decent price!.",0,"['great', 'design', 'many', 'great', 'love', 'foot', 'box', 'easy', 'get', 'one', 'foot', 'warm', 'love', 'material', 'soft', 'skin', 'like', 'love', 'sleeve', 'holding', 'sleeping', 'pad', 'build', 'great', 'might', 'little', 'short', 'woman', 'get', 'next', 'length', 'great', 'design', 'zipper', 'cord', 'across', 'face', 'decent', 'price']"
3492,3.0,"wow, MUCH smaller than expected","seems OK in quality.  but too small for outside display.  :(  my fault, didn't pay attention to the size listed.",1,"['seems', 'quality', 'small', 'outside', 'display', 'pay', 'size']"
3493,2.0,Helmet,"The helmet feels cheaply made. It feels very hollow, which is what makes it lightweight. However, that doesn't give me the confidence that it will absorb any impact. It is best fitting for a toddler head. The colors are vibrant and the graphics are clear. However, I dont think this will stand up when it comes to protecting a child's head. The quality feels like it would break or crack with the first impact.",1,"['helmet', 'feel', 'cheaply', 'made', 'feel', 'make', 'lightweight', 'however', 'doe', 'give', 'best', 'head', 'color', 'clear', 'however', 'do', 'nt', 'think', 'stand', 'come', 'child', 'head', 'quality', 'feel', 'like', 'break', 'first']"
3494,3.0,"There are better urban tires, get Gatorskins","I commute daily in Brooklyn, my tires get a lot of wear and have to deal with sharp debris often.  These tires just don't hold up.  They're difficult to install and the definitely aren't puncture proof.  I've switched to Continental Gatorskins which have a band of kevlar instead of just the reinforced rubber that these do.",1,"['daily', 'tire', 'get', 'lot', 'wear', 'deal', 'sharp', 'often', 'tire', 'hold', 'difficult', 'install', 'definitely', 'proof', 'band', 'instead', 'rubber']"
3495,5.0,Very good for beginners,"My step daughter is 6 years old and learning has never rollerbladed. These skates are great for beginners because when you spin the wheels they dont go on and on, instead they spin just a little, which allows beginners to learn and not get carried away. Also, she loves how they light up with all the colors. It was very easy to adjust them and they fit her. She wears a size 11 in shoes. Overall, I think they are a great pair of skates, especially for children just learning how to.",0,"['step', 'daughter', 'year', 'old', 'never', 'great', 'beginner', 'spin', 'wheel', 'do', 'nt', 'instead', 'spin', 'little', 'allows', 'beginner', 'get', 'away', 'also', 'love', 'light', 'color', 'easy', 'adjust', 'fit', 'wear', 'size', 'shoe', 'overall', 'think', 'great', 'pair', 'especially', 'child']"
3496,5.0,Works well! Gets the kids outside in fresh air!,What can I say? 5 stars. At the very least this contraption got my son off the video games and outside kicking a dang football. He is happy. I am thrilled. Love it.,0,"['say', 'star', 'least', 'got', 'son', 'video', 'game', 'outside', 'happy', 'love']"
3497,1.0,I like the carabineer.,"The water doesn't taste good. I don't know if I got a bad one or what but for $40 th is really sad. I bought it for when I travel for work. At home I have a zero water filter at home and I love it. That's my flavour standard for water. This taste like I might as well have put my mouth on the tap. (If anyone's reading this and wondering why I didn't get one of the bottles with a tap/indoor filter, it's because this is the only bottle that doesn't have an exposed drinking apparatus. One of my dogs likes to try and use straws.) Anyway I accidentally let the return window close on this much to my dismay. The best thing about this water bottle is the carabineer.",1,"['water', 'doe', 'taste', 'good', 'know', 'got', 'bad', 'one', 'really', 'bought', 'travel', 'work', 'home', 'water', 'filter', 'home', 'love', 'standard', 'water', 'taste', 'like', 'might', 'well', 'put', 'mouth', 'anyone', 'reading', 'get', 'one', 'bottle', 'filter', 'bottle', 'doe', 'drinking', 'one', 'dog', 'like', 'try', 'use', 'straw', 'anyway', 'let', 'return', 'window', 'close', 'much', 'best', 'thing', 'water', 'bottle']"
3498,5.0,Absolutely LOVE this chair!!,The Best!,0,['best']
3499,5.0,Awesome fitness workout especially with no gym and travel.,These are perfect for long days or travelers and need to get a decent workout in.  Can work up a great sweat especially if outdoors. Light weight and easy to pack.,0,"['perfect', 'long', 'day', 'need', 'get', 'decent', 'workout', 'work', 'great', 'sweat', 'especially', 'light', 'weight', 'easy', 'pack']"
3500,1.0,"Uncomfortable, doesn't help.","Seriously uncomfortable, ended up tossing it in the help-yourself closet at work and no one else wants it either.  Don't bother.",1,"['uncomfortable', 'ended', 'help', 'work', 'one', 'else', 'want', 'either']"
3501,5.0,"Works for little bikes too, but oversized...","We're using it for two 16"" children's bike, so it's a bit oversized for that. So you can see the picture, it's not form fitting like the stock photos. I think I prefer it oversized because covering and uncovering would seem to be easier than if it were form fitting. 5-Stars.",0,"['using', 'two', 'child', 'bike', 'bit', 'see', 'picture', 'like', 'photo', 'think', 'prefer', 'seem', 'easier', 'star']"
3502,5.0,like the wider width for handles on totes,"i sew simple bags and totes for gifts, and the wider width of webbing makes more substantial straps for your hands.",0,"['simple', 'bag', 'gift', 'make', 'strap', 'hand']"
3503,2.0,This Tent Is Too Much Trouble To Bother With,"Our family got this tent to use for camping. When it arrived, Mom and one of her sisters tried to set it up in our driveway, before taking it on an actual camping trip. Thank goodness they did because setting this thing up was a mess. Both Mom and her sibling are crafters, so they are gifted with their hands and are used to putting things together. None of that mattered in this case. They never actually got the tent up. The directions were confusing. There were a lot of stakes needed for both the tent itself and the rain cover. The second photo above shows how far they got, which wasn't very far, and certainly not to the point of making the tent anywhere near usable. They never even got the rain cover on. The fabric itself was so lightweight that it doesn't seem durable at all. The instructions say not to put the tent under trees or in direct sunlight as that can damage it. Those seem like funny instructions for a camping tent. If you can't put it in direct sunlight or under any trees, just where the heck are you supposed to set it up on a camping trip? No, this tent was a major disappointment and our family won't bother trying to actually use it. Our 2 star rating is actually generous given how miserable this product is.",1,"['family', 'got', 'tent', 'use', 'camping', 'arrived', 'one', 'tried', 'set', 'taking', 'actual', 'camping', 'trip', 'thank', 'setting', 'thing', 'hand', 'used', 'putting', 'thing', 'together', 'case', 'never', 'actually', 'got', 'tent', 'direction', 'lot', 'stake', 'needed', 'tent', 'rain', 'cover', 'second', 'photo', 'show', 'far', 'got', 'far', 'certainly', 'point', 'making', 'tent', 'anywhere', 'near', 'never', 'even', 'got', 'rain', 'cover', 'fabric', 'lightweight', 'doe', 'seem', 'durable', 'instruction', 'say', 'put', 'tent', 'tree', 'seem', 'like', 'instruction', 'camping', 'tent', 'put', 'tree', 'supposed', 'set', 'camping', 'trip', 'tent', 'family', 'trying', 'actually', 'use', 'star', 'rating', 'actually', 'given', 'product']"
3504,5.0,A cool and useful blade,"The paint job is cool, and has stayed on, despite a good deal of use. It came really sharp, and I use it as a general purpose knife, it cuts open packages mostly. But has been used on lots of other things in and around the home and outdoors. It's stayed sharp enough, which is good, as I don't look forward to sharpening such a strange shape. It's been good quality, especially for the price point. The sheath works, but isn't the best I've had.",0,"['paint', 'job', 'cool', 'despite', 'good', 'deal', 'use', 'came', 'really', 'sharp', 'use', 'purpose', 'knife', 'cut', 'open', 'package', 'mostly', 'used', 'lot', 'thing', 'around', 'home', 'sharp', 'enough', 'good', 'look', 'forward', 'shape', 'good', 'quality', 'especially', 'price', 'point', 'work', 'best']"
3505,1.0,Double failure on basic functionality,"I got this unit with a coupon which brought the price down to 2/3 of normal price. The unit has very nice audible clicks on both elevation and windage also comes with nice front and back caps. The front glass seems to be treated with layers of chemicals to make it brighter and crisper. The brightness adjustment knob is fairly tactile all the way through left and right.<br /><br />And those are all the good things I’m to say about this unit. The really really really bad part is that it doesn’t have a Picatinny rail notch meaning it is absolutely smooth as a baby’s butt on the bottom. So you cannot use this on anything that has a kick stronger than a 22 maybe even 22 mag. Because, it will start sliding back-and-forth on the rail unless you use 40 pounds torque on the screws or more. The other basic functionality failure is of the windage knob – it is labeled in reverse meaning right is left and left is right. If you bought this thing and you did not take it to the range immediately to sight it in, you would fail to notice this right away.<br /><br />For those two reasons it’s going back. One last note – this unit is very bulky. It’s the size of the mini Coke cans.",1,"['got', 'unit', 'price', 'normal', 'price', 'unit', 'nice', 'also', 'come', 'nice', 'front', 'back', 'cap', 'front', 'glass', 'seems', 'make', 'adjustment', 'knob', 'fairly', 'way', 'left', 'right', 'good', 'thing', 'say', 'unit', 'really', 'really', 'really', 'bad', 'part', 'doesn', 'absolutely', 'smooth', 'bottom', 'use', 'anything', 'kick', 'maybe', 'even', 'start', 'back', 'unless', 'use', 'pound', 'screw', 'basic', 'knob', 'right', 'left', 'left', 'right', 'bought', 'thing', 'take', 'range', 'immediately', 'notice', 'right', 'away', 'two', 'reason', 'going', 'back', 'one', 'last', 'note', 'unit', 'bulky', 'size']"
3506,1.0,It fits very small,It stretches somewhat it's lightweight they are soft but they don't fit either dog so I'm giving it to my sister's dog,1,"['stretch', 'somewhat', 'lightweight', 'soft', 'fit', 'either', 'dog', 'dog']"
3507,5.0,Gatorade Squeeze Bottle Multiple Sizes,"Great bottle, nice size, doesn't leak, would definitely buy again",0,"['great', 'bottle', 'nice', 'size', 'doe', 'leak', 'definitely', 'buy']"
3508,1.0,Single package,"$9 for 25 wipes.<br />Second ingredient is Propylene Glycol, a SKIN IRRITANT.",1,"['second', 'skin']"
3509,5.0,Perfect for “glamping”!,"Wow, this is luxury in a sleeping bag!  For the family that “glamps” in the backyard, this is a necessity for Mom and Dad!  Not everybody loves to camp - but, with a big tent, the kids can still have the camping experience in the backyard - and the adults can “glamp” as long as they have this sleeping bag!  Soft, great fabric - and ready to keep everybody warm on the coldest nights!",0,"['sleeping', 'bag', 'family', 'love', 'camp', 'big', 'tent', 'kid', 'still', 'camping', 'experience', 'adult', 'long', 'sleeping', 'bag', 'soft', 'great', 'fabric', 'ready', 'keep', 'warm', 'night']"
3510,5.0,Good for Camping,"This is a good chair for taking on a campout.  It is light but strong and feels good after a day of hiking.  The kids keep stealing it though, so now I need more of them.",0,"['good', 'chair', 'taking', 'light', 'strong', 'feel', 'good', 'day', 'hiking', 'kid', 'keep', 'though', 'need']"
3511,3.0,Didn't keep my drinks cold,"I love everything about these bottles, so much so that when I tried mine out I was very disappointed it did not keep my drinks cold even overnight in a cool house. Has anyone else had this problem? The reviews are so amazing I am confused why mine was not up to the standard I have read about. My sister's bottle didn't keep her drink cold either. The ice melted within 6 hours and her soda was flat.",1,"['love', 'everything', 'bottle', 'much', 'tried', 'mine', 'disappointed', 'keep', 'drink', 'cold', 'even', 'cool', 'house', 'anyone', 'else', 'problem', 'review', 'amazing', 'mine', 'standard', 'read', 'bottle', 'keep', 'drink', 'cold', 'either', 'ice', 'within', 'hour', 'flat']"
3512,5.0,Excellent Niche Lighting,"Other camping lanterns are much more multi-functional than this one. I've had ones that can serve as flashlights, lanterns, or emergency flashers as needed. This one has a much more specific niche, providing portable area lighting and it serves that niche very well. A flashlight provides a narrow beam of light. A lantern that is hung does not light the area underneath it. This product lights up a whole area easily and well. The lighting is adjustable to the level needed. It can be hung overhead in a tent or sideways on a backpack or tree. The lantern is well built and durable. Even if you don't go camping, you may want to have several of these on hand for emergencies like power outages.",0,"['camping', 'lantern', 'much', 'one', 'one', 'flashlight', 'lantern', 'emergency', 'needed', 'one', 'much', 'portable', 'area', 'well', 'flashlight', 'provides', 'light', 'lantern', 'doe', 'light', 'area', 'underneath', 'product', 'light', 'whole', 'area', 'easily', 'well', 'adjustable', 'level', 'needed', 'tent', 'backpack', 'tree', 'lantern', 'well', 'built', 'durable', 'even', 'camping', 'may', 'want', 'several', 'hand', 'emergency', 'like', 'power']"
3513,2.0,USELESS!,"When I showed these to my Physical therapist, she laughed. They are the size of large rubber bands. I can't use them for my leg therapy, not even my arms. What a joke!!! I paid for and bought some colorful rubber bands, period.",1,"['physical', 'size', 'large', 'rubber', 'band', 'use', 'leg', 'even', 'arm', 'paid', 'bought', 'rubber', 'band']"
3514,4.0,Love it so far!,"We've wanted to get some sort of indoor aerobic equipment, but a treadmill seemed like it would take up too much space. I love that this bike actually seems to be less floor profile space than any treadmill we looked at, and the non-impact exercise of pedaling rather than stepping is more than welcome! The wheels in front mean I can easily push it into the corner of the playroom when not in use, but then wheel it out in front of the TV when we want it.<br />It was SUPER easy to assemble, most of it comes already made out of the box. You just need to attach the pedals, handle bars and floor supports.<br />The only thing is that it seems to have a bit of ""give"", or a slight wobble/creak once I reach a certain speed. Granted, this is a fraction of the price compared to a brand name like NordicTrack, so you can't really compare it to pro gym equipment. Also, I'm around 200lbs so perhaps I notice it more than someone lighter (like my wife, who didn't seem to notice it). For the price, however, I think it is a fantastic value and intend to get a lot of use out of it!",0,"['wanted', 'get', 'sort', 'equipment', 'treadmill', 'seemed', 'like', 'take', 'much', 'space', 'love', 'bike', 'actually', 'seems', 'less', 'floor', 'space', 'treadmill', 'looked', 'non', 'exercise', 'rather', 'wheel', 'front', 'mean', 'easily', 'push', 'use', 'wheel', 'front', 'want', 'super', 'easy', 'assemble', 'come', 'already', 'made', 'box', 'need', 'attach', 'pedal', 'handle', 'bar', 'floor', 'support', 'thing', 'seems', 'bit', 'give', 'reach', 'speed', 'price', 'compared', 'brand', 'name', 'like', 'really', 'pro', 'gym', 'equipment', 'also', 'around', 'perhaps', 'notice', 'someone', 'lighter', 'like', 'wife', 'seem', 'notice', 'price', 'however', 'think', 'value', 'get', 'lot', 'use']"
3515,4.0,I did like this but then I was worried about getting that ...,I did like this but then I was worried about getting that &#34;line&#34; where it ends at my hips so I invested in the Shorts that have a high waist on them to &#34;keep it smooth&#34; If you are just Looking for a Waist Trimmer this one is Great. 1 It's cute and 2 It does stay in place so I would recommend this. I just needed a fuller body suit for my personal preference!,0,"['like', 'getting', 'line', 'end', 'hip', 'short', 'high', 'waist', 'keep', 'smooth', 'looking', 'waist', 'one', 'great', 'cute', 'doe', 'stay', 'place', 'recommend', 'needed', 'body']"
3516,5.0,Five Stars,NICE BOTTLE,0,"['nice', 'bottle']"
3517,1.0,Tore in half,As soon and I gently tried to peel decal off backing paper it tore right in half,1,"['soon', 'tried', 'right', 'half']"
3518,5.0,Five Stars,Just like the kind I use in PT.  Would highly recommend!,0,"['like', 'kind', 'use', 'highly', 'recommend']"
3519,5.0,Well made product,Well made product. Good value for ammo cans,0,"['well', 'made', 'product', 'good', 'value']"
3520,5.0,very happy with these,passed these out to the various vans  for emergency use.  girls travel to the larger town 20 miles away for gymnastics and you just never know.  fair price and quick shipping.,0,"['various', 'emergency', 'use', 'travel', 'larger', 'mile', 'away', 'never', 'know', 'fair', 'price', 'quick', 'shipping']"
3521,4.0,Excellent,Very comfortable and well made.  sometimes a little too thick for some yoga poses.  But I'm keeping it as most of the time I am laying down.,0,"['comfortable', 'well', 'made', 'sometimes', 'little', 'thick', 'yoga', 'keeping', 'time']"
3522,5.0,Nice balls,Very nice,0,['nice']
3523,2.0,Lacked confidence,"This rack was fine as racks go. But if you, like me, have doubts about old-style trunk mounted racks, be assured that there is not always enough progress with new models to alleviate all fears of damaging your precious vehicle. In my case it is a 2019 newly bought model and I felt I would eventually damage the paint. If you have an older model then this may be fine for you.",1,"['rack', 'fine', 'rack', 'like', 'old', 'style', 'rack', 'always', 'enough', 'new', 'model', 'case', 'bought', 'model', 'felt', 'paint', 'older', 'model', 'may', 'fine']"
3524,5.0,Get me moving,Keeps me active,0,"['keep', 'active']"
3525,2.0,Not what expected.,Leaks easily.  Wanted one for a straw.,1,"['leak', 'easily', 'wanted', 'one', 'straw']"
3526,1.0,Smells Bad,I should have taken the reports that these smell bad more seriously. They really do smell bad. I could not tolerate the smell and immediately thew the package away. I didn't even bother to send them back.,1,"['taken', 'smell', 'bad', 'really', 'smell', 'bad', 'smell', 'immediately', 'package', 'away', 'even', 'back']"
3527,5.0,Love m&m,My kid love it,0,"['kid', 'love']"
3528,2.0,Too easy,This is more for people without any hand strength it was my mistake.,1,"['people', 'without', 'hand', 'strength']"
3529,5.0,Great Umbrella!,"This umbrella is terrific.  It does turn inside out sometimes, but never breaks.  And it's easy to open and close!",0,"['umbrella', 'doe', 'turn', 'inside', 'sometimes', 'never', 'break', 'easy', 'open', 'close']"
3530,4.0,Works... but prefer a little higher quality materials on items (less 'plastic' on everything),"I do wish this were a little more heavy duty but, it works and is definitely light weight.",0,"['wish', 'little', 'heavy', 'duty', 'work', 'definitely', 'light', 'weight']"
3532,3.0,Decent for the price,Directions are so so and the quality is ok on this. For the price it's worth the buy though.,1,"['direction', 'quality', 'price', 'worth', 'buy', 'though']"
3533,4.0,its otherwise a good product.,"Worked well, my daughter loves it, however be careful where you mount it. Our doorframe starts to separate at the top when tightened too much. We just tighten it enough that it stays in place and use it as is. If you overtighten, you might damage your door frame so be aware. I think that's true of all similar bars, however. So just look out for it. I wish there was also a way to stop it from turning as it is possible to accidentally loosen it while you use it if not careful. As long as the user understands this, its otherwise a good product.",0,"['worked', 'well', 'daughter', 'love', 'however', 'careful', 'mount', 'start', 'top', 'much', 'tighten', 'enough', 'stay', 'place', 'use', 'might', 'door', 'frame', 'think', 'true', 'similar', 'bar', 'however', 'look', 'wish', 'also', 'way', 'stop', 'possible', 'use', 'careful', 'long', 'user', 'otherwise', 'good', 'product']"
3534,5.0,To gift or not to gift!,"There isn’t anything I can write about this item, it was a gift, the person who received it is very happy with it, they don’t wear it to bed, but I used to use the Fitbit watch and I was very impress with its functions, but my daughter saw fit to buy me a Apple Watch, so pass my Fitbit on to a friend. They a great item if you are just starting out and beyond to monitor your steps and your heart rate, and your sleep. It is worth the money you pay.",0,"['isn', 'anything', 'item', 'gift', 'person', 'received', 'happy', 'wear', 'bed', 'used', 'use', 'fitbit', 'watch', 'function', 'daughter', 'saw', 'fit', 'buy', 'watch', 'fitbit', 'friend', 'great', 'item', 'monitor', 'step', 'heart', 'rate', 'sleep', 'worth', 'money', 'pay']"
3535,3.0,What to get the golfer who has everything,"These balls are not miracle workers (contrary to the product claims). They are an overpriced gadget that would make a unique gift for the golfer in your life (tell them it's the latest technology). Bottom line, I would not spend $15 a golfball for these when I can buy a dozen of ProTitleist balls for $30 and have superior results. Rating these as a three star because they are unique and I know my brother would love these (for bragging rights to his golf buddies). I personally wouldn't go out of my way to use these high priced balls and prefer the standards.",1,"['ball', 'product', 'make', 'gift', 'life', 'tell', 'bottom', 'line', 'spend', 'buy', 'ball', 'result', 'rating', 'three', 'star', 'know', 'love', 'right', 'golf', 'personally', 'way', 'use', 'high', 'priced', 'ball', 'prefer', 'standard']"
